,Training_loss,Training_acc,val_loss,val_accuracy
0,10.393170356750488,0.6782407164573669,129.3251495361328,0.4427083432674408
1,2.0464603900909424,0.7743055820465088,73.75043487548828,0.4479166567325592
2,1.1764262914657593,0.7945601940155029,13.945462226867676,0.5364583134651184
3,0.9415217638015747,0.8269675970077515,17.35091209411621,0.5260416865348816
4,0.7352074980735779,0.8466435074806213,16.56023406982422,0.796875
5,0.7467201352119446,0.8640046119689941,47.058780670166016,0.6822916865348816
6,0.6136613488197327,0.8657407164573669,14.16031265258789,0.828125
7,0.614230215549469,0.8587962985038757,15.19273853302002,0.65625
8,0.5480902194976807,0.8611111044883728,2.041987419128418,0.84375
9,0.3956541419029236,0.8946759104728699,0.9086384773254395,0.8333333134651184
10,0.36528465151786804,0.9184027910232544,0.8482351899147034,0.8177083134651184
11,0.2782757878303528,0.9172453880310059,0.45061957836151123,0.8645833134651184
12,0.28858980536460876,0.9207175970077515,1.4181569814682007,0.8697916865348816
13,0.22499980032444,0.9276620149612427,1.094497561454773,0.8645833134651184
14,0.24483869969844818,0.9265046119689941,1.4002585411071777,0.828125
15,0.3274518549442291,0.9288194179534912,15.820130348205566,0.5052083134651184
16,0.28838181495666504,0.9311342835426331,6.936670303344727,0.5104166865348816
17,0.7124971747398376,0.9114583134651184,7.6528801918029785,0.5104166865348816
18,0.4671914875507355,0.9097222089767456,137.00111389160156,0.5625
19,1.0715608596801758,0.8946759104728699,101.44417572021484,0.359375
20,0.8990366458892822,0.8831018805503845,4.298376083374023,0.5520833134651184
21,0.41203877329826355,0.90625,1.4562982320785522,0.9270833134651184
22,0.26409903168678284,0.9461805820465088,0.7320014834403992,0.90625
23,0.3310565948486328,0.9403935074806213,24.181676864624023,0.4791666567325592
24,0.7101272344589233,0.8940972089767456,34.73810958862305,0.515625
25,0.6562273502349854,0.8987268805503845,17.455398559570312,0.7239583134651184
26,0.4270302951335907,0.9155092835426331,0.705173909664154,0.9010416865348816
27,0.257717490196228,0.9369212985038757,0.21660639345645905,0.9270833134651184
28,0.210920050740242,0.9467592835426331,0.11058460921049118,0.9635416865348816
29,0.21214096248149872,0.9415509104728699,0.49504217505455017,0.8333333134651184
30,0.23224115371704102,0.9479166865348816,0.3936985731124878,0.8697916865348816
31,0.20287306606769562,0.9450231194496155,0.1562638133764267,0.9427083134651184
32,0.15811707079410553,0.953125,0.3942188024520874,0.953125
33,0.16243599355220795,0.9496527910232544,0.7536579966545105,0.8958333134651184
34,0.13687029480934143,0.9641203880310059,0.21515494585037231,0.9114583134651184
35,0.16447430849075317,0.9565972089767456,0.2082344889640808,0.9375
36,0.14361292123794556,0.9583333134651184,0.09793960303068161,0.9635416865348816
37,0.1959405541419983,0.9519675970077515,21.239736557006836,0.484375
38,0.19656629860401154,0.9560185074806213,1.0213228464126587,0.734375
39,0.2240128368139267,0.9473379850387573,2.474654197692871,0.6197916865348816
40,0.3028446137905121,0.9346064925193787,1.5532315969467163,0.6041666865348816
41,0.1942327320575714,0.9467592835426331,0.26140862703323364,0.90625
42,0.20901024341583252,0.9456018805503845,2.0542850494384766,0.765625
43,0.4675675630569458,0.9322916865348816,1.8567906618118286,0.578125
44,0.8415972590446472,0.8790509104728699,6.179410457611084,0.3854166567325592
45,0.9891258478164673,0.8825231194496155,5.771205425262451,0.6666666865348816
46,0.8151453733444214,0.8975694179534912,20.900373458862305,0.4791666567325592
47,0.48572447896003723,0.9033564925193787,3.299758195877075,0.5416666865348816
48,0.2618371546268463,0.9334490895271301,0.9764537215232849,0.6927083134651184
49,0.27461546659469604,0.9398148059844971,5.780017852783203,0.5885416865348816
